AGE|AGE_SPECIFIC_CI_LOWER|AGE_SPECIFIC_CI_UPPER|AGE_SPECIFIC_RATE|COUNT|ICCC_GROUP|POPULATION|YEAR
10-14|3.1|4.9|3.9|81|X(c) Malignant gonadal germ cell tumors|20680725|2010
15-19|19.4|23.3|21.2|467|X(c) Malignant gonadal germ cell tumors|21981324|2010
5-9|0.6|1.5|1.0|20|X(c) Malignant gonadal germ cell tumors|20331148|2010
<1|5.1|10.8|7.6|30|X(c) Malignant gonadal germ cell tumors|3951454|2010
1-4|~|~|~|~|X(d) Gonadal carcinomas|16237319|2010
10-14|~|~|~|~|X(d) Gonadal carcinomas|20680725|2010
15-19|1.1|2.2|1.6|35|X(d) Gonadal carcinomas|21981324|2010
5-9|~|~|~|~|X(d) Gonadal carcinomas|20331148|2010
<1|~|~|~|~|X(d) Gonadal carcinomas|3951454|2010
1-4|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|16237319|2010
10-14|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|20680725|2010
15-19|0.5|1.3|0.8|18|X(e) Other and unspecified malignant gonadal tumors|21981324|2010
5-9|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|20331148|2010
<1|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|3951454|2010
1-4|0.8|1.9|1.2|20|XI Other malignant epithelial neoplasms and malignant melanomas|16237319|2010
10-14|13.4|16.8|15.0|311|XI Other malignant epithelial neoplasms and malignant melanomas|20680725|2010
15-19|47.5|53.5|50.4|1108|XI Other malignant epithelial neoplasms and malignant melanomas|21981324|2010
5-9|2.9|4.7|3.7|76|XI Other malignant epithelial neoplasms and malignant melanomas|20331148|2010
<1|3.1|7.8|5.1|20|XI Other malignant epithelial neoplasms and malignant melanomas|3951454|2010
1-4|~|~|~|~|XI(a) Adrenocortical carcinomas|16237319|2010
10-14|~|~|~|~|XI(a) Adrenocortical carcinomas|20680725|2010
15-19|~|~|~|~|XI(a) Adrenocortical carcinomas|21981324|2010
5-9|~|~|~|~|XI(a) Adrenocortical carcinomas|20331148|2010
<1|~|~|~|~|XI(a) Adrenocortical carcinomas|3951454|2010
1-4|~|~|~|~|XI(b) Thyroid carcinomas|16237319|2010
10-14|6.1|8.5|7.2|149|XI(b) Thyroid carcinomas|20680725|2010
15-19|23.6|27.9|25.7|564|XI(b) Thyroid carcinomas|21981324|2010
5-9|0.6|1.6|1.0|21|XI(b) Thyroid carcinomas|20331148|2010
<1|~|~|~|~|XI(b) Thyroid carcinomas|3951454|2010
1-4|~|~|~|~|XI(c) Nasopharyngeal carcinomas|16237319|2010
10-14|~|~|~|~|XI(c) Nasopharyngeal carcinomas|20680725|2010
15-19|1.0|2.1|1.5|32|XI(c) Nasopharyngeal carcinomas|21981324|2010
5-9|~|~|~|~|XI(c) Nasopharyngeal carcinomas|20331148|2010
<1|~|~|~|~|XI(c) Nasopharyngeal carcinomas|3951454|2010
1-4|~|~|~|~|XI(d) Malignant melanomas|16237319|2010
10-14|2.0|3.4|2.6|54|XI(d) Malignant melanomas|20680725|2010
15-19|9.3|12.1|10.6|234|XI(d) Malignant melanomas|21981324|2010
5-9|1.0|2.1|1.5|30|XI(d) Malignant melanomas|20331148|2010
<1|~|~|~|~|XI(d) Malignant melanomas|3951454|2010
1-4|~|~|~|~|XI(e) Skin carcinomas|16237319|2010
10-14|~|~|~|~|XI(e) Skin carcinomas|20680725|2010
15-19|~|~|~|~|XI(e) Skin carcinomas|21981324|2010
5-9|~|~|~|~|XI(e) Skin carcinomas|20331148|2010
<1|~|~|~|~|XI(e) Skin carcinomas|3951454|2010
1-4|~|~|~|~|XI(f) Other and unspecified carcinomas|16237319|2010
10-14|3.2|5.0|4.1|84|XI(f) Other and unspecified carcinomas|20680725|2010
15-19|10.7|13.7|12.1|267|XI(f) Other and unspecified carcinomas|21981324|2010
5-9|0.6|1.5|0.9|19|XI(f) Other and unspecified carcinomas|20331148|2010
<1|~|~|~|~|XI(f) Other and unspecified carcinomas|3951454|2010
1-4|0.7|1.8|1.1|18|XII Other and unspecified malignant neoplasms|16237319|2010
10-14|~|~|~|~|XII Other and unspecified malignant neoplasms|20680725|2010
15-19|0.5|1.3|0.8|18|XII Other and unspecified malignant neoplasms|21981324|2010
5-9|~|~|~|~|XII Other and unspecified malignant neoplasms|20331148|2010
<1|~|~|~|~|XII Other and unspecified malignant neoplasms|3951454|2010
1-4|~|~|~|~|XII(a) Other specified malignant tumors|16237319|2010
10-14|~|~|~|~|XII(a) Other specified malignant tumors|20680725|2010
15-19|~|~|~|~|XII(a) Other specified malignant tumors|21981324|2010
5-9|~|~|~|~|XII(a) Other specified malignant tumors|20331148|2010
<1|~|~|~|~|XII(a) Other specified malignant tumors|3951454|2010
1-4|~|~|~|~|XII(b) Other unspecified malignant tumors|16237319|2010
10-14|~|~|~|~|XII(b) Other unspecified malignant tumors|20680725|2010
15-19|~|~|~|~|XII(b) Other unspecified malignant tumors|21981324|2010
5-9|~|~|~|~|XII(b) Other unspecified malignant tumors|20331148|2010
<1|~|~|~|~|XII(b) Other unspecified malignant tumors|3951454|2010
1-4|226.5|241.5|233.9|3780|All ICCC Groups Combined|16159675|2011
10-14|136.3|146.6|141.4|2929|All ICCC Groups Combined|20714211|2011
15-19|217.9|230.6|224.2|4856|All ICCC Groups Combined|21660368|2011
5-9|128.7|138.8|133.7|2718|All ICCC Groups Combined|20332792|2011
<1|241.3|273.2|256.9|1018|All ICCC Groups Combined|3962971|2011
1-4|89.6|99.2|94.3|1524|I Leukemias, myeloproliferative & myelodysplastic diseases|16159675|2011
10-14|30.7|35.7|33.2|687|I Leukemias, myeloproliferative & myelodysplastic diseases|20714211|2011
15-19|31.8|36.8|34.2|741|I Leukemias, myeloproliferative & myelodysplastic diseases|21660368|2011
5-9|42.8|48.8|45.7|930|I Leukemias, myeloproliferative & myelodysplastic diseases|20332792|2011
<1|42.8|56.9|49.5|196|I Leukemias, myeloproliferative & myelodysplastic diseases|3962971|2011
1-4|74.9|83.6|79.1|1279|I(a) Lymphoid leukemias|16159675|2011
10-14|19.9|23.9|21.8|452|I(a) Lymphoid leukemias|20714211|2011
15-19|16.0|19.5|17.7|383|I(a) Lymphoid leukemias|21660368|2011
5-9|35.1|40.5|37.7|767|I(a) Lymphoid leukemias|20332792|2011
<1|15.8|24.8|19.9|79|I(a) Lymphoid leukemias|3962971|2011
1-4|9.1|12.3|10.6|171|I(b) Acute myeloid leukemias|16159675|2011
10-14|5.7|8.0|6.8|140|I(b) Acute myeloid leukemias|20714211|2011
15-19|8.9|11.6|10.2|221|I(b) Acute myeloid leukemias|21660368|2011
5-9|3.9|5.8|4.8|97|I(b) Acute myeloid leukemias|20332792|2011
<1|12.7|20.9|16.4|65|I(b) Acute myeloid leukemias|3962971|2011
1-4|~|~|~|~|I(c) Chronic myeloproliferative diseases|16159675|2011
10-14|2.0|3.5|2.7|56|I(c) Chronic myeloproliferative diseases|20714211|2011
15-19|3.1|4.9|3.9|85|I(c) Chronic myeloproliferative diseases|21660368|2011
5-9|0.6|1.6|1.0|21|I(c) Chronic myeloproliferative diseases|20332792|2011
<1|2.9|7.5|4.8|19|I(c) Chronic myeloproliferative diseases|3962971|2011
1-4|1.3|2.7|1.9|31|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|16159675|2011
10-14|0.6|1.4|0.9|19|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|20714211|2011
15-19|0.7|1.6|1.1|24|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|21660368|2011
5-9|~|~|~|~|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|20332792|2011
<1|3.3|8.1|5.3|21|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|3962971|2011
1-4|1.2|2.5|1.7|28|I(e) Unspecified and other specified leukemias|16159675|2011
10-14|0.6|1.5|1.0|20|I(e) Unspecified and other specified leukemias|20714211|2011
15-19|0.9|1.9|1.3|28|I(e) Unspecified and other specified leukemias|21660368|2011
5-9|1.1|2.3|1.6|33|I(e) Unspecified and other specified leukemias|20332792|2011
<1|~|~|~|~|I(e) Unspecified and other specified leukemias|3962971|2011
1-4|13.3|17.1|15.1|244|II Lymphomas and reticuloendothelial neoplasms|16159675|2011
10-14|23.5|28.0|25.7|532|II Lymphomas and reticuloendothelial neoplasms|20714211|2011
15-19|47.8|53.8|50.7|1099|II Lymphomas and reticuloendothelial neoplasms|21660368|2011
5-9|17.2|21.1|19.1|388|II Lymphomas and reticuloendothelial neoplasms|20332792|2011
<1|14.0|22.6|17.9|71|II Lymphomas and reticuloendothelial neoplasms|3962971|2011
1-4|~|~|~|~|II(a) Hodgkin lymphomas|16159675|2011
10-14|9.6|12.5|11.0|228|II(a) Hodgkin lymphomas|20714211|2011
15-19|29.3|34.0|31.6|684|II(a) Hodgkin lymphomas|21660368|2011
5-9|2.8|4.5|3.6|73|II(a) Hodgkin lymphomas|20332792|2011
<1|~|~|~|~|II(a) Hodgkin lymphomas|3962971|2011
1-4|3.5|5.7|4.5|73|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|16159675|2011
10-14|7.2|9.8|8.4|175|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|20714211|2011
15-19|13.0|16.3|14.6|316|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|21660368|2011
5-9|5.5|7.8|6.6|134|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|20332792|2011
<1|~|~|~|~|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|3962971|2011
1-4|1.2|2.6|1.8|29|II(c) Burkitt lymphoma|16159675|2011
10-14|2.0|3.5|2.7|55|II(c) Burkitt lymphoma|20714211|2011
15-19|1.6|2.8|2.1|46|II(c) Burkitt lymphoma|21660368|2011
5-9|2.9|4.7|3.7|76|II(c) Burkitt lymphoma|20332792|2011
<1|~|~|~|~|II(c) Burkitt lymphoma|3962971|2011
1-4|6.3|9.1|7.6|123|II(d) Miscellaneous lymphoreticular neoplasms|16159675|2011
10-14|2.5|4.2|3.3|68|II(d) Miscellaneous lymphoreticular neoplasms|20714211|2011
15-19|1.2|2.4|1.7|37|II(d) Miscellaneous lymphoreticular neoplasms|21660368|2011
5-9|4.1|6.1|5.0|102|II(d) Miscellaneous lymphoreticular neoplasms|20332792|2011
<1|12.0|20.1|15.6|62|II(d) Miscellaneous lymphoreticular neoplasms|3962971|2011
1-4|~|~|~|~|II(e) Unspecified lymphomas|16159675|2011
10-14|~|~|~|~|II(e) Unspecified lymphomas|20714211|2011
15-19|0.4|1.2|0.7|16|II(e) Unspecified lymphomas|21660368|2011
5-9|~|~|~|~|II(e) Unspecified lymphomas|20332792|2011
<1|~|~|~|~|II(e) Unspecified lymphomas|3962971|2011
1-4|42.9|49.5|46.1|745|III CNS and misc intracranial and intraspinal neoplasms|16159675|2011
10-14|26.2|30.8|28.4|589|III CNS and misc intracranial and intraspinal neoplasms|20714211|2011
15-19|23.2|27.5|25.3|548|III CNS and misc intracranial and intraspinal neoplasms|21660368|2011
5-9|33.2|38.4|35.7|726|III CNS and misc intracranial and intraspinal neoplasms|20332792|2011
<1|29.0|40.9|34.6|137|III CNS and misc intracranial and intraspinal neoplasms|3962971|2011
1-4|5.0|7.5|6.2|100|III(a) Ependymomas and choroid plexus tumor|16159675|2011
10-14|1.4|2.6|1.9|40|III(a) Ependymomas and choroid plexus tumor|20714211|2011
15-19|0.8|1.8|1.2|27|III(a) Ependymomas and choroid plexus tumor|21660368|2011
5-9|1.5|2.8|2.1|43|III(a) Ependymomas and choroid plexus tumor|20332792|2011
<1|4.9|10.5|7.3|29|III(a) Ependymomas and choroid plexus tumor|3962971|2011
1-4|20.0|24.7|22.3|360|III(b) Astrocytomas|16159675|2011
10-14|14.3|17.8|16.0|331|III(b) Astrocytomas|20714211|2011
15-19|13.2|16.5|14.8|321|III(b) Astrocytomas|21660368|2011
5-9|16.6|20.4|18.4|374|III(b) Astrocytomas|20332792|2011
<1|7.2|13.7|10.1|40|III(b) Astrocytomas|3962971|2011
1-4|9.4|12.7|11.0|177|III(c) Intracranial and intraspinal embryonal tumors|16159675|2011
10-14|2.8|4.4|3.5|73|III(c) Intracranial and intraspinal embryonal tumors|20714211|2011
15-19|2.7|4.3|3.4|74|III(c) Intracranial and intraspinal embryonal tumors|21660368|2011
5-9|5.7|8.0|6.8|138|III(c) Intracranial and intraspinal embryonal tumors|20332792|2011
<1|8.3|15.2|11.4|45|III(c) Intracranial and intraspinal embryonal tumors|3962971|2011
1-4|4.6|7.1|5.8|93|III(d) Other gliomas|16159675|2011
10-14|4.9|7.0|5.9|122|III(d) Other gliomas|20714211|2011
15-19|4.0|5.9|4.9|106|III(d) Other gliomas|21660368|2011
5-9|6.4|8.9|7.6|154|III(d) Other gliomas|20332792|2011
<1|2.5|6.9|4.3|17|III(d) Other gliomas|3962971|2011
1-4|~|~|~|~|III(e) Other specified intracranial & intraspinal neoplasms|16159675|2011
10-14|~|~|~|~|III(e) Other specified intracranial & intraspinal neoplasms|20714211|2011
15-19|~|~|~|~|III(e) Other specified intracranial & intraspinal neoplasms|21660368|2011
5-9|~|~|~|~|III(e) Other specified intracranial & intraspinal neoplasms|20332792|2011
<1|~|~|~|~|III(e) Other specified intracranial & intraspinal neoplasms|3962971|2011
1-4|~|~|~|~|III(f) Unspecified intracranial and intraspinal neoplasms|16159675|2011
10-14|~|~|~|~|III(f) Unspecified intracranial and intraspinal neoplasms|20714211|2011
15-19|~|~|~|~|III(f) Unspecified intracranial and intraspinal neoplasms|21660368|2011
5-9|~|~|~|~|III(f) Unspecified intracranial and intraspinal neoplasms|20332792|2011
<1|~|~|~|~|III(f) Unspecified intracranial and intraspinal neoplasms|3962971|2011
1-4|19.7|24.3|21.9|354|IV Neuroblastoma and other peripheral nervous cell tumors|16159675|2011
10-14|0.9|1.9|1.3|27|IV Neuroblastoma and other peripheral nervous cell tumors|20714211|2011
15-19|0.4|1.2|0.7|16|IV Neuroblastoma and other peripheral nervous cell tumors|21660368|2011
5-9|3.7|5.6|4.6|93|IV Neuroblastoma and other peripheral nervous cell tumors|20332792|2011
<1|48.2|63.1|55.3|219|IV Neuroblastoma and other peripheral nervous cell tumors|3962971|2011
1-4|19.5|24.1|21.7|351|IV(a) Neuroblastoma and ganglioneuroblastoma|16159675|2011
10-14|0.6|1.5|1.0|20|IV(a) Neuroblastoma and ganglioneuroblastoma|20714211|2011
15-19|~|~|~|~|IV(a) Neuroblastoma and ganglioneuroblastoma|21660368|2011
5-9|3.6|5.4|4.4|90|IV(a) Neuroblastoma and ganglioneuroblastoma|20332792|2011
<1|48.2|63.1|55.3|219|IV(a) Neuroblastoma and ganglioneuroblastoma|3962971|2011
1-4|~|~|~|~|IV(b) Other peripheral nervous cell tumors|16159675|2011
10-14|~|~|~|~|IV(b) Other peripheral nervous cell tumors|20714211|2011
15-19|~|~|~|~|IV(b) Other peripheral nervous cell tumors|21660368|2011
5-9|~|~|~|~|IV(b) Other peripheral nervous cell tumors|20332792|2011
<1|~|~|~|~|IV(b) Other peripheral nervous cell tumors|3962971|2011
1-4|9.9|13.3|11.5|186|IX Soft tissue and other extraosseous sarcomas|16159675|2011
10-14|10.5|13.5|11.9|247|IX Soft tissue and other extraosseous sarcomas|20714211|2011
15-19|13.8|17.2|15.4|334|IX Soft tissue and other extraosseous sarcomas|21660368|2011
5-9|7.0|9.6|8.2|167|IX Soft tissue and other extraosseous sarcomas|20332792|2011
<1|16.5|25.7|20.7|82|IX Soft tissue and other extraosseous sarcomas|3962971|2011
1-4|6.9|9.8|8.3|134|IX(a) Rhabdomyosarcomas|16159675|2011
10-14|2.8|4.5|3.6|75|IX(a) Rhabdomyosarcomas|20714211|2011
15-19|2.6|4.1|3.3|71|IX(a) Rhabdomyosarcomas|21660368|2011
5-9|3.3|5.2|4.2|85|IX(a) Rhabdomyosarcomas|20332792|2011
<1|4.5|9.9|6.8|27|IX(a) Rhabdomyosarcomas|3962971|2011
1-4|~|~|~|~|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|16159675|2011
10-14|0.7|1.7|1.1|23|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|20714211|2011
15-19|1.5|2.8|2.1|45|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|21660368|2011
5-9|~|~|~|~|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|20332792|2011
<1|3.1|7.8|5.0|20|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|3962971|2011
1-4|~|~|~|~|IX(c) Kaposi sarcoma|16159675|2011
10-14|~|~|~|~|IX(c) Kaposi sarcoma|20714211|2011
15-19|~|~|~|~|IX(c) Kaposi sarcoma|21660368|2011
5-9|~|~|~|~|IX(c) Kaposi sarcoma|20332792|2011
<1|~|~|~|~|IX(c) Kaposi sarcoma|3962971|2011
1-4|1.4|2.9|2.0|33|IX(d) Other specified soft tissue sarcomas|16159675|2011
10-14|4.5|6.6|5.5|114|IX(d) Other specified soft tissue sarcomas|20714211|2011
15-19|6.8|9.3|8.0|173|IX(d) Other specified soft tissue sarcomas|21660368|2011
5-9|2.1|3.6|2.8|56|IX(d) Other specified soft tissue sarcomas|20332792|2011
<1|4.1|9.3|6.3|25|IX(d) Other specified soft tissue sarcomas|3962971|2011
1-4|~|~|~|~|IX(e) Unspecified soft tissue sarcomas|16159675|2011
10-14|1.2|2.3|1.7|35|IX(e) Unspecified soft tissue sarcomas|20714211|2011
15-19|1.3|2.5|1.8|40|IX(e) Unspecified soft tissue sarcomas|21660368|2011
5-9|~|~|~|~|IX(e) Unspecified soft tissue sarcomas|20332792|2011
<1|~|~|~|~|IX(e) Unspecified soft tissue sarcomas|3962971|2011
1-4|~|~|~|~|Not classified by ICCC|16159675|2011
10-14|~|~|~|~|Not classified by ICCC|20714211|2011
15-19|~|~|~|~|Not classified by ICCC|21660368|2011
5-9|~|~|~|~|Not classified by ICCC|20332792|2011
<1|~|~|~|~|Not classified by ICCC|3962971|2011
1-4|7.1|10.0|8.5|137|V Retinoblastoma|16159675|2011
10-14|~|~|~|~|V Retinoblastoma|20714211|2011
15-19|~|~|~|~|V Retinoblastoma|21660368|2011
5-9|~|~|~|~|V Retinoblastoma|20332792|2011
<1|24.2|35.1|29.3|116|V Retinoblastoma|3962971|2011
1-4|19.4|24.0|21.6|349|VI Renal tumors|16159675|2011
10-14|1.1|2.2|1.5|32|VI Renal tumors|20714211|2011
15-19|1.3|2.5|1.8|40|VI Renal tumors|21660368|2011
5-9|4.8|7.0|5.9|119|VI Renal tumors|20332792|2011
<1|10.9|18.6|14.4|57|VI Renal tumors|3962971|2011
1-4|19.3|23.9|21.5|347|VI(a) Nephroblastoma and other nonepithelial renal tumors|16159675|2011
10-14|0.6|1.4|0.9|19|VI(a) Nephroblastoma and other nonepithelial renal tumors|20714211|2011
15-19|~|~|~|~|VI(a) Nephroblastoma and other nonepithelial renal tumors|21660368|2011
5-9|4.5|6.6|5.5|112|VI(a) Nephroblastoma and other nonepithelial renal tumors|20332792|2011
<1|10.7|18.4|14.1|56|VI(a) Nephroblastoma and other nonepithelial renal tumors|3962971|2011
1-4|~|~|~|~|VI(b) Renal carcinomas|16159675|2011
10-14|~|~|~|~|VI(b) Renal carcinomas|20714211|2011
15-19|1.1|2.2|1.6|34|VI(b) Renal carcinomas|21660368|2011
5-9|~|~|~|~|VI(b) Renal carcinomas|20332792|2011
<1|~|~|~|~|VI(b) Renal carcinomas|3962971|2011
1-4|~|~|~|~|VI(c) Unspecified malignant renal tumors|16159675|2011
10-14|~|~|~|~|VI(c) Unspecified malignant renal tumors|20714211|2011
15-19|~|~|~|~|VI(c) Unspecified malignant renal tumors|21660368|2011
5-9|~|~|~|~|VI(c) Unspecified malignant renal tumors|20332792|2011
<1|~|~|~|~|VI(c) Unspecified malignant renal tumors|3962971|2011
1-4|5.4|8.0|6.6|107|VII Hepatic tumors|16159675|2011
10-14|0.8|1.8|1.2|25|VII Hepatic tumors|20714211|2011
15-19|0.6|1.4|0.9|20|VII Hepatic tumors|21660368|2011
5-9|~|~|~|~|VII Hepatic tumors|20332792|2011
<1|9.4|16.6|12.6|50|VII Hepatic tumors|3962971|2011
1-4|5.3|7.8|6.4|104|VII(a) Hepatoblastoma|16159675|2011
10-14|~|~|~|~|VII(a) Hepatoblastoma|20714211|2011
15-19|~|~|~|~|VII(a) Hepatoblastoma|21660368|2011
5-9|~|~|~|~|VII(a) Hepatoblastoma|20332792|2011
<1|8.9|16.1|12.1|48|VII(a) Hepatoblastoma|3962971|2011
1-4|~|~|~|~|VII(b) Hepatic carcinomas|16159675|2011
10-14|0.4|1.3|0.8|16|VII(b) Hepatic carcinomas|20714211|2011
15-19|0.5|1.4|0.9|19|VII(b) Hepatic carcinomas|21660368|2011
5-9|~|~|~|~|VII(b) Hepatic carcinomas|20332792|2011
<1|~|~|~|~|VII(b) Hepatic carcinomas|3962971|2011
1-4|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|16159675|2011
10-14|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|20714211|2011
15-19|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|21660368|2011
5-9|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|20332792|2011
<1|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|3962971|2011
1-4|1.6|3.2|2.3|37|VIII Malignant bone tumors|16159675|2011
10-14|12.6|15.9|14.1|293|VIII Malignant bone tumors|20714211|2011
15-19|12.0|15.1|13.5|292|VIII Malignant bone tumors|21660368|2011
5-9|4.9|7.1|6.0|121|VIII Malignant bone tumors|20332792|2011
<1|~|~|~|~|VIII Malignant bone tumors|3962971|2011
1-4|~|~|~|~|VIII(a) Osteosarcomas|16159675|2011
10-14|7.2|9.8|8.4|175|VIII(a) Osteosarcomas|20714211|2011
15-19|6.8|9.2|7.9|172|VIII(a) Osteosarcomas|21660368|2011
5-9|2.5|4.1|3.2|65|VIII(a) Osteosarcomas|20332792|2011
<1|~|~|~|~|VIII(a) Osteosarcomas|3962971|2011
1-4|~|~|~|~|VIII(b) Chondrosarcomas|16159675|2011
10-14|~|~|~|~|VIII(b) Chondrosarcomas|20714211|2011
15-19|~|~|~|~|VIII(b) Chondrosarcomas|21660368|2011
5-9|~|~|~|~|VIII(b) Chondrosarcomas|20332792|2011
<1|~|~|~|~|VIII(b) Chondrosarcomas|3962971|2011
1-4|0.9|2.1|1.4|22|VIII(c) Ewing tumor and related sarcomas of bone|16159675|2011
10-14|3.9|5.9|4.8|100|VIII(c) Ewing tumor and related sarcomas of bone|20714211|2011
15-19|3.3|5.1|4.2|90|VIII(c) Ewing tumor and related sarcomas of bone|21660368|2011
5-9|1.8|3.2|2.4|49|VIII(c) Ewing tumor and related sarcomas of bone|20332792|2011
<1|~|~|~|~|VIII(c) Ewing tumor and related sarcomas of bone|3962971|2011
1-4|~|~|~|~|VIII(d) Other specified malignant bone tumors|16159675|2011
10-14|~|~|~|~|VIII(d) Other specified malignant bone tumors|20714211|2011
15-19|~|~|~|~|VIII(d) Other specified malignant bone tumors|21660368|2011
5-9|~|~|~|~|VIII(d) Other specified malignant bone tumors|20332792|2011
<1|~|~|~|~|VIII(d) Other specified malignant bone tumors|3962971|2011
1-4|~|~|~|~|VIII(e) Unspecified malignant bone tumors|16159675|2011
10-14|~|~|~|~|VIII(e) Unspecified malignant bone tumors|20714211|2011
15-19|~|~|~|~|VIII(e) Unspecified malignant bone tumors|21660368|2011
5-9|~|~|~|~|VIII(e) Unspecified malignant bone tumors|20332792|2011
<1|~|~|~|~|VIII(e) Unspecified malignant bone tumors|3962971|2011
1-4|2.5|4.4|3.3|54|X Germ cell, trophoblastic tumors & neoplasms of gonads|16159675|2011
10-14|5.8|8.1|6.9|142|X Germ cell, trophoblastic tumors & neoplasms of gonads|20714211|2011
15-19|25.3|29.8|27.5|595|X Germ cell, trophoblastic tumors & neoplasms of gonads|21660368|2011
5-9|2.2|3.7|2.9|58|X Germ cell, trophoblastic tumors & neoplasms of gonads|20332792|2011
<1|11.3|19.2|14.9|59|X Germ cell, trophoblastic tumors & neoplasms of gonads|3962971|2011
1-4|~|~|~|~|X(a) Intracranial & intraspinal germ cell tumors|16159675|2011
10-14|2.1|3.6|2.8|57|X(a) Intracranial & intraspinal germ cell tumors|20714211|2011
15-19|1.5|2.8|2.1|45|X(a) Intracranial & intraspinal germ cell tumors|21660368|2011
5-9|0.7|1.6|1.1|22|X(a) Intracranial & intraspinal germ cell tumors|20332792|2011
